card_id,class_name,energy_cost,star_cost,is_x_cost,rarity,card_type,target_type,keywords,deck_eval_excluded,exclusion_reason,status,needs_review,damage,extra_damage,block,cards_drawn,energy,repeat_hits,heal,gold,max_hp,hp_loss,forge,stars,summon,applies_power_state,buffs_applied,debuffs_applied,other_powers_applied,card_generation,card_transform,pool_generation,card_tutor,orbs_generated,scales_with_enemy_power,scales_with_self_power,orb_evoked,card_tags,tribal_references,exhaust_pile_reference,discard_pile_reference,exhausts_other_cards,discards_other_cards,sly_keyword,opaque_values,review_snippet,notes
THE_SCYTHE,TheScythe,2,,,Rare,Attack,AnyEnemy,Exhaust,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntVar:4,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[2] { new DamageVar(CurrentDamage, ValueProp.Move), new IntVar(""Increase"", 4m) })",
THE_SEALED_THRONE,TheSealedThrone,1,3,,Ancient,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
THE_SMITH,TheSmith,1,4,,Rare,Skill,Self,,,,auto,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
THINKING_AHEAD,ThinkingAhead,0,,,Uncommon,Skill,Self,Exhaust,,,auto,,,,,2,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
THRASH,Thrash,1,,,Rare,Attack,AnyEnemy,,,,auto,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
THRUMMING_HATCHET,ThrummingHatchet,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUNDER,Thunder,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,THUNDER_POWER:6(Counter),,,,,,,,,,,,,,,,,,,,
THUNDERCLAP,Thunderclap,1,,,Common,Attack,AllEnemies,,,,auto,,4,,,,,,,,,,,,,,,VULNERABLE_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
TIMES_UP,TimesUp,2,,,Rare,Attack,AnyEnemy,Exhaust,,,unparsed_residue,TRUE,,1,,,,,,,,,,,,,,,,,,,,,DOOM_POWER,,,,,,,,,,CalculationBaseVar:0,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new ExtraDamageVar(1m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel _, Creature? target) => target?.GetPowerAmount<DoomPower>() ?? 0) })",
TOOLS_OF_THE_TRADE,ToolsOfTheTrade,1,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
TORIC_TOUGHNESS,ToricToughness,2,,,Event,Skill,Self,,,,auto,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turns:2,,
TOXIC,Toxic,1,,,Status,Status,None,Exhaust,TRUE,curse_status,auto,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING,Tracking,2,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
TRANSFIGURE,Transfigure,1,,,Rare,Skill,Self,Exhaust,,,auto,,,,,,1,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
TRASH_TO_TREASURE,TrashToTreasure,1,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
TREMBLE,Tremble,1,,,Common,Skill,AnyEnemy,Exhaust,,,auto,,,,,,,,,,,,,,,,,VULNERABLE_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
TRUE_GRIT,TrueGrit,1,,,Common,Skill,Self,,,,auto,,,,7,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,TRUE,,,,,
TURBO,Turbo,0,,,Common,Skill,Self,,,,auto,,,,,,2,,,,,,,,,,,,,VOID:1,,,,,,,,,,,,,,,,,
TUTOR,Tutor,1,,,Rare,Skill,AnyAlly,,TRUE,multiplayer_only,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
TWIN_STRIKE,TwinStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,5,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
TYRANNY,Tyranny,1,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
ULTIMATE_DEFEND,UltimateDefend,1,,,Uncommon,Skill,Self,,,,auto,,,,11,,,,,,,,,,,,,,,,,,,,,,,Defend,,,,,,,,,
ULTIMATE_STRIKE,UltimateStrike,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,14,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
UNDEATH,Undeath,0,,,Rare,Skill,Self,,,,auto,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERWORLD,Underworld,2,,,Uncommon,Skill,Self,Exhaust,TRUE,multiplayer_only,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNLEASH,Unleash,1,,,Basic,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,1,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,CalculationBaseVar:6,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(6m), new ExtraDamageVar(1m).FromOsty(), new CalculatedDamageVar(ValueProp.Move).FromOsty().WithMultiplier(delegate(CardModel card, Creature? _) { Creature osty = card.Owner.Osty; return (osty != null && ost",
UNMOVABLE,Unmovable,2,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
UNRELENTING,Unrelenting,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNTOUCHABLE,Untouchable,2,,,Common,Skill,Self,Sly,,,auto,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
UPPERCUT,Uppercut,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:1,,
UPROAR,Uproar,2,,,Common,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP_MY_SLEEVE,UpMySleeve,2,,,Uncommon,Skill,Self,,,,auto,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEILPIERCER,Veilpiercer,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENERATE,Venerate,1,,,Basic,Skill,Self,,,,auto,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
VICIOUS,Vicious,1,,,Uncommon,Power,Self,,,,auto,,,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
VOID,Void,-1,,,Status,Status,None,Ethereal;Unplayable,TRUE,curse_status,auto,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOID_FORM,VoidForm,3,,,Rare,Power,Self,Ethereal,,,auto,,,,,,,,,,,,,,,TRUE,VOID_FORM_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
VOLLEY,Volley,0,,TRUE,Uncommon,Attack,RandomEnemy,,,,auto,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAIC,Voltaic,3,,,Rare,Skill,Self,Exhaust,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,LightningOrb:1?,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedChannels"").WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.Entries.OfType<OrbChanneledEntry>().Count((OrbChannel",
WASTE_AWAY,WasteAway,-1,,,Status,Status,None,,TRUE,curse_status,auto,,,,,,,,,,,,,,,,,WASTE_AWAY_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
WELL_LAID_PLANS,WellLaidPlans,1,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
WHIRLWIND,Whirlwind,0,,TRUE,Uncommon,Attack,AllEnemies,,,,auto,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHISTLE,Whistle,3,,,Ancient,Attack,AnyEnemy,Exhaust,,,auto,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE_NOISE,WhiteNoise,1,,,Uncommon,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,type:Power:1,,,,,,,,,,,,,,,
WISH,Wish,0,,,Ancient,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
WISP,Wisp,0,,,Common,Skill,Self,Exhaust,,,auto,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WITHER,Wither,-1,,,Status,Status,None,Unplayable,TRUE,curse_status,auto,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOUND,Wound,-1,,,Status,Status,None,Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRAITH_FORM,WraithForm,3,,,Ancient,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,INTANGIBLE_POWER:2(Counter),WRAITH_FORM_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
WRITHE,Writhe,-1,,,Curse,Curse,None,Innate;Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WROUGHT_IN_WAR,WroughtInWar,1,,,Common,Attack,AnyEnemy,,,,auto,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
ZAP,Zap,1,,,Basic,Skill,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,LightningOrb:1,,,,,,,,,,,,,
